run1,,Baseline 100%T,,GaAs,,
eV,Abs,eV,%T,eV,%T,
0.4885925353,0.001127112657,0.4885925353,99.85176849,0.4885925353,49.45160294,
0.4887735248,0.000992072979,0.4887735248,99.85712433,0.4887735248,49.40445709,
0.4889545441,0.001124309725,0.4889545441,99.8295517,0.4889545441,49.4461937,
0.4891355634,0.00129700976,0.4891355634,99.85266113,0.4891355634,49.49158478,
0.4893165827,0.001215051161,0.4893165827,99.88645935,0.4893165827,49.592659,
0.4894975722,0.001058679307,0.4894975722,99.85729218,0.4894975722,49.62316513,
0.4896786213,0.0009752868209,0.4896786213,99.82328033,0.4896786213,49.8212471,
0.4898596406,0.001079023932,0.4898596406,99.8477478,0.4898596406,49.85177612,
0.4900406599,0.001183824148,0.4900406599,99.83137512,0.4900406599,49.95304489,
0.4902216494,0.001214843476,0.4902216494,99.85129547,0.4902216494,49.87297821,
0.4904026687,0.001289895852,0.4904026687,99.81938934,0.4904026687,49.97452164,
0.490583688,0.001280237804,0.490583688,99.81164551,0.490583688,49.87798691,
0.4907647371,0.001342370175,0.4907647371,99.81155396,0.4907647371,49.90670395,
0.4909457564,0.001485337154,0.4909457564,99.78585052,0.4909457564,49.77399445,
0.4911267459,0.001326583093,0.4911267459,99.82294464,0.4911267459,49.65911484,
0.4913077652,0.001374205807,0.4913077652,99.78717804,0.4913077652,49.62667847,
0.4914887846,0.001562514692,0.4914887846,99.78296661,0.4914887846,49.50051117,
0.4916698039,0.001367506105,0.4916698039,99.77099609,0.4916698039,49.56481552,
0.4918507934,0.00135763851,0.4918507934,99.77185822,0.4918507934,49.37010574,
0.4920318425,0.001470012357,0.4920318425,99.76953125,0.4920318425,49.53022766,
0.4922128618,0.001455207588,0.4922128618,99.7831192,0.4922128618,49.37466431,
0.4923938811,0.001528119552,0.4923938811,99.77132416,0.4923938811,49.52157211,
0.4925748706,0.001475363038,0.4925748706,99.77825165,0.4925748706,49.31554794,
0.4927558899,0.001498090918,0.4927558899,99.76159668,0.4927558899,49.45970535,
0.4929369092,0.001583480509,0.4929369092,99.7480545,0.4929369092,49.28170395,
0.4931179583,0.001564489095,0.4931179583,99.73773956,0.4931179583,49.37867355,
0.4932989478,0.001423989306,0.4932989478,99.79599762,0.4932989478,49.18941498,
0.4934799671,0.00147396035,0.4934799671,99.73074341,0.4934799671,49.30227661,
0.4936609864,0.001540173078,0.4936609864,99.77682495,0.4936609864,49.19000626,
0.4938420057,0.001479466911,0.4938420057,99.74932861,0.4938420057,49.27984619,
0.4940229952,0.001533912495,0.4940229952,99.73628235,0.4940229952,49.23458481,
0.4942040443,0.001722056768,0.4942040443,99.7162323,0.4942040443,49.28412628,
0.4943850636,0.001674006111,0.4943850636,99.73413086,0.4943850636,49.25477982,
0.494566083,0.00156212505,0.494566083,99.71289825,0.494566083,49.33260345,
0.4947470725,0.001770450617,0.4947470725,99.73725891,0.4947470725,49.33088684,
0.4949280918,0.001738248044,0.4949280918,99.71524811,0.4949280918,49.30210876,
0.4951091111,0.001656387933,0.4951091111,99.74810791,0.4951091111,49.33477783,
0.4952901602,0.001689805766,0.4952901602,99.74219513,0.4952901602,49.27103043,
0.4954711795,0.001723719994,0.4954711795,99.7281189,0.4954711795,49.30427933,
0.495652169,0.001633677748,0.495652169,99.69458771,0.495652169,49.26751709,
0.4958331883,0.001636613859,0.4958331883,99.72684479,0.4958331883,49.33742905,
0.4960142076,0.001667535631,0.4960142076,99.74273682,0.4960142076,49.29747772,
0.4961952269,0.001606317936,0.4961952269,99.71692657,0.4961952269,49.38697052,
0.4963762462,0.001900662552,0.4963762462,99.72148895,0.4963762462,49.29626083,
0.4965572655,0.001548226341,0.4965572655,99.72118378,0.4965572655,49.44105911,
0.4967382848,0.001849914552,0.4967382848,99.69966125,0.4967382848,49.4100647,
0.4969193041,0.001892264816,0.4969193041,99.68783569,0.4969193041,49.51104736,
0.4971002936,0.001973597333,0.4971002936,99.73558807,0.4971002936,49.41024399,
0.4972813129,0.00175264664,0.4972813129,99.72158051,0.4972813129,49.44104767,
0.4974623322,0.001778586069,0.4974623322,99.70276642,0.4974623322,49.40909195,
0.4976433814,0.00171763869,0.4976433814,99.67264557,0.4976433814,49.38791275,
0.4978243709,0.00166041567,0.4978243709,99.67279053,0.4978243709,49.34911728,
0.4980053902,0.001831353409,0.4980053902,99.70687866,0.4980053902,49.29692078,
0.4981864095,0.001811779337,0.4981864095,99.68128204,0.4981864095,49.24860764,
0.4983674288,0.00195510895,0.4983674288,99.67464447,0.4983674288,49.24685669,
0.4985484183,0.001863926882,0.4985484183,99.70604706,0.4985484183,49.19938278,
0.4987294674,0.001877055736,0.4987294674,99.68117523,0.4987294674,49.15815735,
0.4989104867,0.002113182563,0.4989104867,99.65685272,0.4989104867,49.22751999,
0.499091506,0.001796599012,0.499091506,99.70624542,0.499091506,49.14753342,
0.4992724955,0.001787527464,0.4992724955,99.65562439,0.4992724955,49.22933578,
0.4994535148,0.001889638952,0.4994535148,99.68691254,0.4994535148,49.20345688,
0.4996345341,0.00187931757,0.4996345341,99.69985199,0.4996345341,49.19531631,
0.4998155832,0.001773933531,0.4998155832,99.71196747,0.4998155832,49.23082733,
0.4999966025,0.001916964538,0.4999966025,99.67386627,0.4999966025,49.27838135,
0.5001776218,0.002081786981,0.5001776218,99.66313934,0.5001776218,49.32580566,
0.5003586411,0.001882567303,0.5003586411,99.66895294,0.5003586411,49.32214737,
0.5005396008,0.002096040873,0.5005396008,99.65428162,0.5005396008,49.34139633,
0.5007206202,0.002109124558,0.5007206202,99.66690826,0.5007206202,49.32652283,
0.5009016991,0.002013723133,0.5009016991,99.63980865,0.5009016991,49.35106277,
0.5010827184,0.002004803158,0.5010827184,99.62813568,0.5010827184,49.35322571,
0.5012636781,0.001981996698,0.5012636781,99.63767242,0.5012636781,49.31360245,
0.5014446974,0.002067533555,0.5014446974,99.62761688,0.5014446974,49.35309601,
0.5016257167,0.002147494117,0.5016257167,99.62734222,0.5016257167,49.34885406,
0.501806736,0.002178868279,0.501806736,99.65564728,0.501806736,49.30167389,
0.5019877553,0.001990864286,0.5019877553,99.65898132,0.5019877553,49.34245682,
0.5021687746,0.002171610016,0.5021687746,99.60037231,0.5021687746,49.37334061,
0.5023497939,0.002109280787,0.5023497939,99.65654755,0.5023497939,49.35848618,
0.5025308132,0.002174835885,0.5025308132,99.61161804,0.5025308132,49.35815048,
0.5027118325,0.00213381066,0.5027118325,99.60311127,0.5027118325,49.40955734,
0.5028928518,0.002213419182,0.5028928518,99.62700653,0.5028928518,49.37759781,
0.5030738711,0.002151344204,0.5030738711,99.63497162,0.5030738711,49.40802002,
0.5032548904,0.002100176644,0.5032548904,99.61451721,0.5032548904,49.37460709,
0.5034359097,0.002000096021,0.5034359097,99.63578033,0.5034359097,49.38088226,
0.5036169291,0.002341656014,0.5036169291,99.62815094,0.5036169291,49.38432693,
0.5037979484,0.002122729085,0.5037979484,99.6217041,0.5037979484,49.41633224,
0.5039789677,0.002097549383,0.5039789677,99.63396454,0.5039789677,49.37048721,
0.5041599274,0.002126292791,0.5041599274,99.62905884,0.5041599274,49.40822983,
0.5043410063,0.002199655864,0.5043410063,99.61070251,0.5043410063,49.39701462,
0.5045220256,0.002143773949,0.5045220256,99.61480713,0.5045220256,49.39428711,
0.5047030449,0.00225473824,0.5047030449,99.61360931,0.5047030449,49.3705864,
0.5048840642,0.002143071499,0.5048840642,99.60390472,0.5048840642,49.40655899,
0.5050650239,0.002262622584,0.5050650239,99.59002686,0.5050650239,49.39563751,
0.5052460432,0.00226171175,0.5052460432,99.59863281,0.5052460432,49.42063522,
0.5054271221,0.002227391349,0.5054271221,99.62955475,0.5054271221,49.3964119,
0.5056081414,0.002216359368,0.5056081414,99.61834717,0.5056081414,49.407547,
0.5057891011,0.002176813083,0.5057891011,99.58856201,0.5057891011,49.45663071,
0.5059701204,0.002222759882,0.5059701204,99.57223511,0.5059701204,49.42921066,
0.5061511397,0.002203376265,0.5061511397,99.63012695,0.5061511397,49.47780991,
0.506332159,0.002142161131,0.506332159,99.63464355,0.506332159,49.37953568,
0.5065131783,0.002197860507,0.5065131783,99.59459686,0.5065131783,49.49208832,
0.5066941977,0.002195050707,0.5066941977,99.59477997,0.5066941977,49.38724899,
0.506875217,0.002240661066,0.506875217,99.61087036,0.506875217,49.48794174,
0.5070562363,0.002168618143,0.5070562363,99.66622925,0.5070562363,49.33556366,
0.5072372556,0.001975235529,0.5072372556,99.60865784,0.5072372556,49.50106049,
0.5074182749,0.002151005901,0.5074182749,99.63048553,0.5074182749,49.30878448,
0.5075992942,0.002114743227,0.5075992942,99.62111664,0.5075992942,49.44184113,
0.5077803135,0.002171870088,0.5077803135,99.59791565,0.5077803135,49.35627747,
0.5079612732,0.002156833187,0.5079612732,99.60432434,0.5079612732,49.43767166,
0.5081422925,0.002164481673,0.5081422925,99.62260437,0.5081422925,49.33117294,
0.5083233714,0.002197756432,0.5083233714,99.6244812,0.5083233714,49.3723793,
0.5085043907,0.00212707324,0.5085043907,99.59494781,0.5085043907,49.44500732,
0.50868541,0.002118072938,0.50868541,99.60953522,0.50868541,49.33616257,
0.5088664293,0.002221406903,0.5088664293,99.5969162,0.5088664293,49.47203445,
0.5090474486,0.002261113375,0.5090474486,99.57894897,0.5090474486,49.3225174,
0.5092284679,0.002309645293,0.5092284679,99.57661438,0.5092284679,49.50195313,
0.5094094872,0.002234650543,0.5094094872,99.62797546,0.5094094872,49.29077911,
0.5095904469,0.002227781573,0.5095904469,99.62580109,0.5095904469,49.48931503,
0.5097714663,0.002223592484,0.5097714663,99.61480713,0.5097714663,49.24969482,
0.5099524856,0.002218935173,0.5099524856,99.60742188,0.5099524856,49.47190094,
0.5101335049,0.00233559194,0.5101335049,99.58781433,0.5101335049,49.25498962,
0.5103145242,0.002252526348,0.5103145242,99.57434845,0.5103145242,49.532444,
0.5104955435,0.002243081108,0.5104955435,99.5647583,0.5104955435,49.30519104,
0.5106766224,0.00219172053,0.5106766224,99.55797577,0.5106766224,49.54949951,
0.5108576417,0.002368827816,0.5108576417,99.5642395,0.5108576417,49.32911301,
0.5110386014,0.002242404502,0.5110386014,99.62355804,0.5110386014,49.48399353,
0.5112196207,0.002167109167,0.5112196207,99.60054779,0.5112196207,49.32624435,
0.51140064,0.002313653007,0.51140064,99.60044861,0.51140064,49.50419617,
0.5115816593,0.00223397417,0.5115816593,99.61990356,0.5115816593,49.3217659,
0.5117626786,0.002198250964,0.5117626786,99.59833527,0.5117626786,49.47920609,
0.5119436979,0.00226384541,0.5119436979,99.58944702,0.5119436979,49.3767128,
0.5121247172,0.002255232539,0.5121247172,99.60005188,0.5121247172,49.43189621,
0.5123057365,0.002450770466,0.5123057365,99.59564209,0.5123057365,49.40187454,
0.5124866962,0.002287031151,0.5124866962,99.5923233,0.5124866962,49.3961525,
0.5126677155,0.002644208493,0.5126677155,99.58087921,0.5126677155,49.43257141,
0.5128487945,0.002180065028,0.5128487945,99.59036255,0.5128487945,49.38253403,
0.5130298138,0.00230730325,0.5130298138,99.60287476,0.5130298138,49.43657684,
0.5132108331,0.002116512042,0.5132108331,99.59651184,0.5132108331,49.31059647,
0.5133918524,0.002283491893,0.5133918524,99.58162689,0.5133918524,49.48876953,
0.5135728717,0.002209750703,0.5135728717,99.57318878,0.5135728717,49.30573654,
0.513753891,0.002433953807,0.513753891,99.58952332,0.513753891,49.51295471,
0.5139349103,0.002278833883,0.5139349103,99.61868286,0.5139349103,49.26539612,
0.51411587,0.00228445488,0.51411587,99.61335754,0.51411587,49.52092743,
0.5142968893,0.002365938853,0.5142968893,99.58496094,0.5142968893,49.3135376,
0.5144779086,0.002199785784,0.5144779086,99.57527161,0.5144779086,49.58187103,
0.5146589279,0.002354851458,0.5146589279,99.61502838,0.5146589279,49.29594421,
0.5148399472,0.002237226581,0.5148399472,99.5940094,0.5148399472,49.5692482,
0.5150210261,0.002305663656,0.5150210261,99.56903839,0.5150210261,49.32972336,
0.5152020454,0.002378432313,0.5152020454,99.57183838,0.5152020454,49.55029678,
0.5153830647,0.002459465293,0.5153830647,99.59102631,0.5153830647,49.33190918,
0.5155640244,0.00222192728,0.5155640244,99.5430603,0.5155640244,49.51153564,
0.5157450438,0.002378406236,0.5157450438,99.56380463,0.5157450438,49.39334869,
0.5159260631,0.002316853963,0.5159260631,99.58906555,0.5159260631,49.51253891,
0.5161070824,0.002313835314,0.5161070824,99.54692078,0.5161070824,49.43605804,
0.5162881017,0.002334811259,0.5162881017,99.58418274,0.5162881017,49.43835068,
0.516469121,0.002302801004,0.516469121,99.56018066,0.516469121,49.47049332,
0.5166501403,0.002313340781,0.5166501403,99.60028076,0.5166501403,49.39374924,
0.5168311596,0.002438691445,0.5168311596,99.55326843,0.5168311596,49.48492813,
0.5170121193,0.002579962602,0.5170121193,99.54244232,0.5170121193,49.42113113,
0.5171931386,0.002203532495,0.5171931386,99.5921402,0.5171931386,49.51399612,
0.5173742175,0.002550850622,0.5173742175,99.5703125,0.5173742175,49.3493042,
0.5175552368,0.002322735498,0.5175552368,99.5357666,0.5175552368,49.54960632,
0.5177362561,0.002329241717,0.5177362561,99.59783936,0.5177362561,49.35762405,
0.5179172754,0.002313002478,0.5179172754,99.56681061,0.5179172754,49.55331421,
0.5180982947,0.002334472956,0.5180982947,99.55251312,0.5180982947,49.39506531,
0.518279314,0.00241208775,0.518279314,99.57347107,0.518279314,49.51136017,
0.5184603333,0.002298741369,0.5184603333,99.58477783,0.5184603333,49.37678146,
0.518641293,0.002406413434,0.518641293,99.54974365,0.518641293,49.54413986,
0.5188223124,0.002469123574,0.5188223124,99.60276031,0.5188223124,49.39915085,
0.5190033317,0.002384783002,0.5190033317,99.5617981,0.5190033317,49.5062027,
0.519184351,0.002406231128,0.519184351,99.59106445,0.519184351,49.41179657,
0.5193653703,0.002215214539,0.5193653703,99.53530884,0.5193653703,49.51224136,
0.5195464492,0.002470008796,0.5195464492,99.54321289,0.5195464492,49.43236542,
0.5197274685,0.00234306138,0.5197274685,99.58129883,0.5197274685,49.45233917,
0.5199084878,0.00237252377,0.5199084878,99.60988617,0.5199084878,49.43818665,
0.5200894475,0.002457226394,0.5200894475,99.56127167,0.5200894475,49.44840622,
0.5202704668,0.002522079041,0.5202704668,99.53843689,0.5202704668,49.45928574,
0.5204514861,0.002320731757,0.5204514861,99.58312225,0.5204514861,49.42718887,
0.5206325054,0.002491018502,0.5206325054,99.58639526,0.5206325054,49.46462631,
0.5208135247,0.002312299795,0.5208135247,99.53546143,0.5208135247,49.43041992,
0.520994544,0.002447177889,0.520994544,99.55708313,0.520994544,49.47263336,
0.5211755633,0.0023893381,0.5211755633,99.59299469,0.5211755633,49.39971161,
0.5213565826,0.0023272119,0.5213565826,99.54277039,0.5213565826,49.52653503,
0.5215375423,0.002307797549,0.5215375423,99.51909637,0.5215375423,49.4601593,
0.5217185616,0.002333197743,0.5217185616,99.55683899,0.5217185616,49.47957993,
0.5218996406,0.002320523374,0.5218996406,99.55213928,0.5218996406,49.46088409,
0.5220806599,0.00226171175,0.5220806599,99.53643036,0.5220806599,49.49925613,
0.5222616792,0.002234390471,0.5222616792,99.5138092,0.5222616792,49.46463776,
0.5224426985,0.002240088768,0.5224426985,99.55213928,0.5224426985,49.49773407,
0.5226237178,0.002392201219,0.5226237178,99.55111694,0.5226237178,49.46783447,
0.5228047371,0.002351103583,0.5228047371,99.58389282,0.5228047371,49.45826721,
0.5229857564,0.002405450214,0.5229857564,99.5756073,0.5229857564,49.4311409,
0.5231667161,0.002251303522,0.5231667161,99.58194733,0.5231667161,49.42912674,
0.5233477354,0.002379421378,0.5233477354,99.54753113,0.5233477354,49.44431305,
0.5235287547,0.002389416099,0.5235287547,99.5572052,0.5235287547,49.48320389,
0.523709774,0.002324739471,0.523709774,99.58140564,0.523709774,49.45419312,
0.5238907933,0.002354096621,0.5238907933,99.57901001,0.5238907933,49.45700073,
0.5240718722,0.002237382578,0.5240718722,99.55963135,0.5240718722,49.46458817,
0.5242528915,0.002378640464,0.5242528915,99.51722717,0.5242528915,49.47767639,
0.5244339108,0.002529161284,0.5244339108,99.60713959,0.5244339108,49.43317413,
0.5246148705,0.002390457317,0.5246148705,99.54064941,0.5246148705,49.45067215,
0.5247958899,0.002670956543,0.5247958899,99.54051208,0.5247958899,49.46941376,
0.5249769092,0.002434995025,0.5249769092,99.55085754,0.5249769092,49.45439911,
0.5251579285,0.002451082692,0.5251579285,99.55789185,0.5251579285,49.46210861,
0.5253389478,0.00242721173,0.5253389478,99.56890106,0.5253389478,49.48553085,
0.5255199671,0.002493075095,0.5255199671,99.54626465,0.5255199671,49.44864655,
0.5257009864,0.002422265708,0.5257009864,99.56635284,0.5257009864,49.42286682,
0.5258820057,0.002530254656,0.5258820057,99.53526306,0.5258820057,49.45807648,
0.5260629654,0.002409250475,0.5260629654,99.53634644,0.5260629654,49.46170425,
0.5262439847,0.002615483012,0.5262439847,99.5229187,0.5262439847,49.46544647,
0.5264250636,0.002767596859,0.5264250636,99.53617096,0.5264250636,49.43793869,
0.5266060829,0.002614128636,0.5266060829,99.54078674,0.5266060829,49.45120239,
0.5267871022,0.002625613473,0.5267871022,99.50515747,0.5267871022,49.47916412,
0.5269681215,0.002545044059,0.5269681215,99.5072403,0.5269681215,49.47395325,
0.5271491408,0.00265259482,0.5271491408,99.53279114,0.5271491408,49.45346451,
0.5273301601,0.00255147554,0.5273301601,99.52219391,0.5273301601,49.430336,
0.5275111794,0.002672206843,0.5275111794,99.52628326,0.5275111794,49.44361115,
0.5276921391,0.002694867318,0.5276921391,99.50914764,0.5276921391,49.44639206,
0.5278731585,0.002523693489,0.5278731585,99.51527405,0.5278731585,49.45953751,
0.5280541778,0.00267262361,0.5280541778,99.47453308,0.5280541778,49.46582794,
0.5282351971,0.002711615758,0.5282351971,99.5080719,0.5282351971,49.4399147,
0.5284162164,0.002691559261,0.5284162164,99.48323822,0.5284162164,49.46138,
0.5285972953,0.002591837198,0.5285972953,99.51279449,0.5285972953,49.45009613,
0.5287783146,0.002645198256,0.5287783146,99.50475311,0.5287783146,49.46333313,
0.5289593339,0.002592982957,0.5289593339,99.50154877,0.5289593339,49.45864487,
0.5291402936,0.002598972525,0.5291402936,99.4981308,0.5291402936,49.45531845,
0.5293213129,0.002739149611,0.5293213129,99.46121216,0.5293213129,49.48265839,
0.5295023322,0.002834137296,0.5295023322,99.48203278,0.5295023322,49.45880127,
0.5296833515,0.002790496685,0.5296833515,99.50809479,0.5296833515,49.41764069,
0.5298643708,0.00263550994,0.5298643708,99.50669861,0.5298643708,49.41691589,
0.5300453901,0.002607904607,0.5300453901,99.47558594,0.5300453901,49.4355545,
0.5302264094,0.0026989826,0.5302264094,99.48669434,0.5302264094,49.4271698,
0.5304074287,0.002765799174,0.5304074287,99.49398041,0.5304074287,49.41350174,
0.5305883884,0.002838228131,0.5305883884,99.47889709,0.5305883884,49.39968491,
0.5307694077,0.00278064888,0.5307694077,99.45410156,0.5307694077,49.42934036,
0.5309504867,0.002775047673,0.5309504867,99.53848267,0.5309504867,49.38307571,
0.531131506,0.002780622803,0.531131506,99.43914795,0.531131506,49.44067383,
0.5313125253,0.002865952207,0.5313125253,99.47360992,0.5313125253,49.44111633,
0.5314935446,0.003057698486,0.5314935446,99.43844604,0.5314935446,49.44955826,
0.5316745639,0.003086010227,0.5316745639,99.38453674,0.5316745639,49.42495728,
0.5318555832,0.002851230092,0.5318555832,99.4005127,0.5318555832,49.42683029,
0.5320366025,0.002991071669,0.5320366025,99.42061615,0.5320366025,49.42868423,
0.5322175622,0.003043830162,0.5322175622,99.39434052,0.5322175622,49.38784027,
0.5323985815,0.002907281043,0.5323985815,99.40140533,0.5323985815,49.41090775,
0.5325796008,0.003116957145,0.5325796008,99.41314697,0.5325796008,49.36195755,
0.5327606201,0.003295928938,0.5327606201,99.39157104,0.5327606201,49.40847015,
0.5329416394,0.003071462968,0.5329416394,99.41631317,0.5329416394,49.36177826,
0.5331227183,0.003042474622,0.5331227183,99.33111572,0.5331227183,49.47939682,
0.5333037376,0.003317500232,0.5333037376,99.39027405,0.5333037376,49.3585701,
0.5334847569,0.003305814695,0.5334847569,99.39487457,0.5334847569,49.40372467,
0.5336657166,0.00331932609,0.5336657166,99.36719513,0.5336657166,49.31622314,
0.533846736,0.003309987951,0.533846736,99.34450531,0.533846736,49.42028427,
0.5340277553,0.003402126487,0.5340277553,99.32663727,0.5340277553,49.36215973,
0.5342087746,0.003485073103,0.5342087746,99.34338379,0.5342087746,49.41621017,
0.5343897939,0.00348963961,0.5343897939,99.32233429,0.5343897939,49.30541611,
0.5345708132,0.003547861008,0.5345708132,99.28682709,0.5345708132,49.42501068,
0.5347518325,0.003458718536,0.5347518325,99.30310822,0.5347518325,49.36119843,
0.5349328518,0.003612955101,0.5349328518,99.3061142,0.5349328518,49.40096664,
0.5351138115,0.003591682296,0.5351138115,99.28898621,0.5351138115,49.34859848,
0.5352948308,0.003804143751,0.5352948308,99.23166656,0.5352948308,49.39545441,
0.5354759097,0.003776359605,0.5354759097,99.28108215,0.5354759097,49.37734222,
0.535656929,0.003615774214,0.535656929,99.24866486,0.535656929,49.30747604,
0.5358379483,0.003734686878,0.5358379483,99.29393768,0.5358379483,49.38521576,
0.5360189676,0.003782104235,0.5360189676,99.24753571,0.5360189676,49.25568008,
0.5361999869,0.0036224043,0.5361999869,99.25415802,0.5361999869,49.41242218,
0.5363810062,0.003686386859,0.5363810062,99.23547363,0.5363810062,49.23967743,
0.5365620255,0.003975378815,0.5365620255,99.2399292,0.5365620255,49.44717026,
0.5367429852,0.003887010505,0.5367429852,99.21193695,0.5367429852,49.20769501,
0.5369240046,0.00380738196,0.5369240046,99.22801971,0.5369240046,49.43889999,
0.5371050239,0.003947923426,0.5371050239,99.22615051,0.5371050239,49.16566849,
0.5372860432,0.003870791057,0.5372860432,99.18753815,0.5372860432,49.42022705,
0.5374670625,0.004003437236,0.5374670625,99.19554901,0.5374670625,49.20460129,
0.5376481414,0.003967489582,0.5376481414,99.22087097,0.5376481414,49.40122223,
0.5378291607,0.004055979196,0.5378291607,99.19107056,0.5378291607,49.17892075,
0.53801018,0.004088510759,0.53801018,99.1750412,0.53801018,49.40477753,
0.5381911397,0.004288170021,0.5381911397,99.19307709,0.5381911397,49.20830536,
0.538372159,0.004071212374,0.538372159,99.13631439,0.538372159,49.36761093,
0.5385531783,0.004250290338,0.5385531783,99.17675781,0.5385531783,49.28839493,
0.5387341976,0.004054959863,0.5387341976,99.19754791,0.5387341976,49.26329422,
0.5389152169,0.004269425757,0.5389152169,99.15596008,0.5389152169,49.2891655,
0.5390962362,0.004268484656,0.5390962362,99.11499023,0.5390962362,49.26451111,
0.5392772555,0.004351727664,0.5392772555,99.13104248,0.5392772555,49.27384186,
0.5394582748,0.004374162294,0.5394582748,99.15490723,0.5394582748,49.21706772,
0.5396392345,0.004290575162,0.5396392345,99.13395691,0.5396392345,49.28132629,
0.5398202538,0.004350184929,0.5398202538,99.0793457,0.5398202538,49.2750206,
0.5400013328,0.004426696803,0.5400013328,99.0785141,0.5400013328,49.28010559,
0.5401823521,0.004320509732,0.5401823521,99.09597015,0.5401823521,49.22887039,
0.5403633714,0.004461243749,0.5403633714,99.07099915,0.5403633714,49.2598114,
0.5405443907,0.004542117007,0.5405443907,99.03309631,0.5405443907,49.26810455,
0.54072541,0.004547296558,0.54072541,99.08161926,0.54072541,49.25269699,
0.5409064293,0.004432946909,0.5409064293,99.08036041,0.5409064293,49.23082733,
0.5410874486,0.004842699505,0.5410874486,99.07590485,0.5410874486,49.23586655,
0.5412684083,0.004719008226,0.5412684083,99.043396,0.5412684083,49.22851944,
0.5414494276,0.004781085066,0.5414494276,99.04759216,0.5414494276,49.2883606,
0.5416304469,0.004856677726,0.5416304469,98.99002838,0.5416304469,49.25470352,
0.5418114662,0.004875342362,0.5418114662,99.01117706,0.5418114662,49.26858902,
0.5419924855,0.004795061424,0.5419924855,99.02461243,0.5419924855,49.18196869,
0.5421735644,0.004951946437,0.5421735644,99.00022125,0.5421735644,49.25786972,
0.5423545837,0.004894636106,0.5423545837,98.99784088,0.5423545837,49.20339584,
0.542535603,0.004912150558,0.542535603,98.94904327,0.542535603,49.26967621,
0.5427165627,0.004861834459,0.5427165627,98.9587326,0.5427165627,49.22061157,
0.5428975821,0.005039196461,0.5428975821,98.95206451,0.5428975821,49.23100662,
0.5430786014,0.004974830896,0.5430786014,98.93759155,0.5430786014,49.28347778,
0.5432596207,0.005103938282,0.5432596207,98.95088959,0.5432596207,49.19281769,
0.54344064,0.005079553928,0.54344064,98.93214417,0.54344064,49.25180817,
0.5436216593,0.005307366606,0.5436216593,98.9565506,0.5436216593,49.12852478,
0.5438026786,0.005355978385,0.5438026786,98.90248871,0.5438026786,49.27047729,
0.5439836979,0.005086625461,0.5439836979,98.89292145,0.5439836979,49.17160797,
0.5441646576,0.005245424341,0.5441646576,98.92368317,0.5441646576,49.2450676,
0.5443456769,0.00533836754,0.5443456769,98.89733124,0.5443456769,49.18859482,
0.5445267558,0.005436337087,0.5445267558,98.90888214,0.5445267558,49.21767044,
0.5447077751,0.005488056224,0.5447077751,98.86341858,0.5447077751,49.19294739,
0.5448887944,0.005530474707,0.5448887944,98.89214325,0.5448887944,49.20907211,
0.5450698137,0.005472930614,0.5450698137,98.84494781,0.5450698137,49.21321869,
0.545250833,0.00554290181,0.545250833,98.80053711,0.545250833,49.22357178,
0.5454318523,0.005734417588,0.5454318523,98.81489563,0.5454318523,49.19864655,
0.5456128716,0.005677685607,0.5456128716,98.82369995,0.5456128716,49.18725967,
0.5457938313,0.005627910607,0.5457938313,98.83065796,0.5457938313,49.19495392,
0.5459748507,0.005620305892,0.5459748507,98.79275513,0.5459748507,49.21490479,
0.54615587,0.00583397178,0.54615587,98.78443909,0.54615587,49.18401718,
0.5463368893,0.00579572143,0.5463368893,98.81628418,0.5463368893,49.17897034,
0.5465179086,0.005843836814,0.5465179086,98.77237701,0.5465179086,49.21320343,
0.5466989875,0.005794173572,0.5466989875,98.79716492,0.5466989875,49.18598557,
0.5468800068,0.005795170553,0.5468800068,98.77290344,0.5468800068,49.20261383,
0.5470610261,0.005752542987,0.5470610261,98.7712326,0.5470610261,49.16990662,
0.5472419858,0.005656573921,0.5472419858,98.83293915,0.5472419858,49.22607422,
0.5474230051,0.005755638238,0.5474230051,98.81873322,0.5474230051,49.17081451,
0.5476040244,0.005857165437,0.5476040244,98.77500916,0.5476040244,49.24653625,
0.5477850437,0.005735414103,0.5477850437,98.79615021,0.5477850437,49.16618347,
0.547966063,0.005453479942,0.547966063,98.83623505,0.547966063,49.25528336,
0.5481470823,0.005581995472,0.5481470823,98.84919739,0.5481470823,49.17789459,
0.5483281016,0.005628907122,0.5483281016,98.80898285,0.5483281016,49.23192596,
0.5485091209,0.005586977117,0.5485091209,98.820961,0.5485091209,49.2162056,
0.5486900806,0.00555939367,0.5486900806,98.8339386,0.5486900806,49.21464157,
0.5488710999,0.005650856532,0.5488710999,98.81590271,0.5488710999,49.21529388,
0.5490521789,0.00562421279,0.5490521789,98.84780884,0.5490521789,49.1781311,
0.5492331982,0.005564742256,0.5492331982,98.86752319,0.5492331982,49.21878433,
0.5494142175,0.005621066317,0.5494142175,98.85626984,0.5494142175,49.20306396,
0.5495952368,0.005476993509,0.5495952368,98.83599854,0.5495952368,49.22261047,
0.5497762561,0.005584040657,0.5497762561,98.83947754,0.5497762561,49.24652481,
0.5499572754,0.005451592617,0.5499572754,98.8338089,0.5499572754,49.24128723,
0.5501382947,0.005588026252,0.5501382947,98.86461639,0.5501382947,49.22060776,
0.5503192544,0.005522740539,0.5503192544,98.85704803,0.5503192544,49.24939728,
