#Date: 2024-04-24 13:50:48
#Source: zoom_edge_resolution student 14


#Data:
nm,%T
24925,8888888889,26,039194742546
24920,3333333334,25,9636532738321
24914,7777777778,25,8897307711672
24909,2222222223,25,8172911265653
24903,6666666667,25,7461978646886
24898,1111111111,25,676314142007
24892,5555555556,25,6075027459923
24887,25,5396260942747
24881,4444444445,25,4725462338281
24875,8888888889,25,406124840142
24870,3333333334,25,3402232163723
24864,7777777778,25,2747022925312
24859,2222222223,25,2094226246358
24853,6666666667,25,1442443938807
24848,1111111111,25,0790274057946
24842,5555555556,25,013631089395
24837,24,947914496362
24831,4444444445,24,8817363001752
24825,8888888889,24,8149547952747
24820,3333333334,24,7474278962194
24814,7777777778,24,679013136826
24809,2222222223,24,6095676693257
24803,6666666667,24,5389482635062
24798,1111111111,24,467011305853
24792,5555555556,24,3936127986967
24787,24,3186083593561
24781,4444444445,24,2418532192665
24775,8888888889,24,1632022231264
24770,3333333334,24,0825098280212
24764,7777777778,23,99963010257
24759,2222222223,23,9144167260451
24753,6666666667,23,8267229875032
24748,1111111111,23,7364017849156
24742,5555555556,23,6433056242864
24737,23,5472866187854
24731,4444444445,23,4481964878557
24725,8888888889,23,3458865563495
24720,3333333334,23,2402077536317
24714,7777777778,23,1310106126905
24709,2222222223,23,0179547019189
24703,6666666667,22,8988721522391
24698,1111111111,22,7734854538217
24692,5555555556,22,642171173024
24687,22,5053069048124
24681,4444444445,22,3632712750689
24675,8888888889,22,2164439429391
24670,3333333334,22,0652056031532
24664,7777777778,21,9099379883649
24659,2222222223,21,7510238715246
24653,6666666667,21,5888470681808
24648,1111111111,21,4237924388914
24642,5555555556,21,256245891535
24637,21,0865943837111
24631,4444444445,20,9152259251073
24625,8888888889,20,7425295798645
24620,3333333334,20,56889546896
24614,7777777778,20,3947147726072
24609,2222222223,20,2203797326495
24603,6666666667,20,0462836549474
24598,1111111111,19,8728209117886
24592,5555555556,19,7003869442981
24587,19,5293782648537
24581,4444444445,19,3601924595122
24575,8888888889,19,1932281904181
24570,3333333334,19,028885198259
24564,7777777778,18,8675643046852
24559,2222222223,18,7096674147526
24553,6666666667,18,5555975193878
24548,1111111111,18,4057586978248
24542,5555555556,18,2605561200653
24537,18,1203960493535
24531,4444444445,17,9856858446417
24525,8888888889,17,8568339630655
24520,3333333334,17,7342499624177
24514,7777777778,17,6183445036567
24509,2222222223,17,5095293533744
24503,6666666667,17,4082173863111
24498,1111111111,17,3146466568621
24492,5555555556,17,2268550117117
24487,17,1440609763051
24481,4444444445,17,0661038174098
24475,8888888889,16,9928223546098
24470,3333333334,16,9240549592611
24464,7777777778,16,8596395534869
24459,2222222223,16,7994136091334
24453,6666666667,16,7432141467479
24448,1111111111,16,6908777345466
24442,5555555556,16,6422404873805
24437,16,597138065698
24431,4444444445,16,555405674505
24425,8888888889,16,5168780623265
24420,3333333334,16,4813895201582
24414,7777777778,16,4487738804241
24409,2222222223,16,418864515929
24403,6666666667,16,391494338803
24398,1111111111,16,3664957994519
24392,5555555556,16,3437008855
24387,16,322941120732
24381,4444444445,16,304047564035
24375,8888888889,16,2868508083312
24370,3333333334,16,271180979515
24364,7777777778,16,2568677353862
24359,2222222223,16,2437402645778
24353,6666666667,16,2316272854836
24348,1111111111,16,2203570451844
24342,5555555556,16,2097573183688
24337,16,1996554062542
24331,4444444445,16,1898781355041
24325,8888888889,16,1802518571424
24320,3333333334,16,170602445467
24314,7777777778,16,1607552969585
24309,2222222223,16,15053532919
24303,6666666667,16,1397669797287
24298,1111111111,16,1282742050422
24292,5555555556,16,1158804793959
24287,16,1041362660143
24281,4444444445,16,0948666636733
24275,8888888889,16,087955012584
24270,3333333334,16,0832823360855
24264,7777777778,16,0807293261053
24259,2222222223,16,0801763423953
24253,6666666667,16,0815034117677
24248,1111111111,16,0845902273291
24242,5555555556,16,089316147713
24237,16,0955601963096
24231,4444444445,16,1032010604951
24225,8888888889,16,112117090858
24220,3333333334,16,1221863004246
24214,7777777778,16,1332863638823
24209,2222222223,16,1452946168014
24203,6666666667,16,1580880548537
24198,1111111111,16,1715433330324
24192,5555555556,16,1855367648666
24187,16,1999443216363
24181,4444444445,16,2146416315848
24175,8888888889,16,2295039791299
24170,3333333334,16,2444063040726
24164,7777777778,16,2592232008037
24159,2222222223,16,2738289175103
24153,6666666667,16,2880973553771
24148,1111111111,16,3019020677904
24142,5555555556,16,3151162595375
24137,16,3276127860026
24131,4444444445,16,3392641523654
24125,8888888889,16,3499425127938
24120,3333333334,16,3595196696377
24114,7777777778,16,3678670726173
24109,2222222223,16,3748558180139
24103,6666666667,16,3803566478559
24098,1111111111,16,3842399491039
24092,5555555556,16,3863757528333
24087,16,3866186442232
24081,4444444445,16,384503811482
24075,8888888889,16,3799926449914
24070,3333333334,16,3732625585172
24064,7777777778,16,3644914620257
24059,2222222223,16,3538577628344
24053,6666666667,16,3415403667636
