#Date: 2024-04-24 13:33:35
#Source: zoom_edge_resolution student 12


#Data:
nm,%T
24925,8888888889,31,3129041639967
24920,3333333334,31,2195528712477
24914,7777777778,31,1279946880618
24909,2222222223,31,0380785075277
24903,6666666667,30,949652814907
24898,1111111111,30,8625656866985
24892,5555555556,30,776664789746
24887,30,6917973802999
24881,4444444445,30,6078103031138
24875,8888888889,30,5245499905262
24870,3333333334,30,4418624615145
24864,7777777778,30,359593320799
24859,2222222223,30,277587757896
24853,6666666667,30,1956905461999
24848,1111111111,30,1137460420461
24842,5555555556,30,0315981837728
24837,29,949090490805
24831,4444444445,29,8660660626946
24825,8888888889,29,7823675781891
24820,3333333334,29,6978372942991
24814,7777777778,29,6123170453398
24809,2222222223,29,5256482419969
24803,6666666667,29,4376718703728
24798,1111111111,29,3482284910334
24792,5555555556,29,257158238062
24787,29,1643008181083
24781,4444444445,29,0694955094191
24775,8888888889,28,9725811608926
24770,3333333334,28,8733961911044
24764,7777777778,28,7717785873613
24759,2222222223,28,6675659047231
24753,6666666667,28,5605952650381
24748,1111111111,28,4507033559778
24742,5555555556,28,3377264300575
24737,28,2215003036746
24731,4444444445,28,101860356116
24725,8888888889,27,9786415286013
24720,3333333334,27,8516783232855
24714,7777777778,27,7208048022718
24709,2222222223,27,585628751002
24703,6666666667,27,4435855932078
24698,1111111111,27,2943372406879
24692,5555555556,27,1383191899441
24687,26,9759681269011
24681,4444444445,26,8077219295725
24675,8888888889,26,6340196707769
24670,3333333334,26,455301620821
24664,7777777778,26,2720092502037
24659,2222222223,26,0845852323613
24653,6666666667,25,8934734463274
24648,1111111111,25,6991189795221
24642,5555555556,25,5019681304235
24637,25,302468411344
24631,4444444445,25,1010685511669
24625,8888888889,24,8982184980816
24620,3333333334,24,6943694223383
24614,7777777778,24,489973719024
24609,2222222223,24,2854850108298
24603,6666666667,24,0813581508112
24598,1111111111,23,8780492251748
24592,5555555556,23,6760155560654
24587,23,4757157043582
24581,4444444445,23,2776094724655
24575,8888888889,23,0821579071206
24570,3333333334,22,8898233022179
24564,7777777778,22,7010692016098
24559,2222222223,22,516360401932
24553,6666666667,22,3361629554537
24548,1111111111,22,1609441728953
24542,5555555556,21,9911726262727
24537,21,8273181517597
24531,4444444445,21,6698518525377
24525,8888888889,21,5192461016595
24520,3333333334,21,3759745449081
24514,7777777778,21,2405121036982
24509,2222222223,21,1133349779294
24503,6666666667,20,9949206488944
24498,1111111111,20,8855558817369
24492,5555555556,20,783110496621
24487,20,6867095869181
24481,4444444445,20,5961517754377
24475,8888888889,20,5112351251314
24470,3333333334,20,4317571377879
24464,7777777778,20,3575147527735
24459,2222222223,20,2883043457264
24453,6666666667,20,2239217272772
24448,1111111111,20,1641621417566
24442,5555555556,20,1088202659011
24437,20,0576902075554
24431,4444444445,20,0105655043696
24425,8888888889,19,9672391224998
24420,3333333334,19,9275034552969
24414,7777777778,19,8911503220001
24409,2222222223,19,8579709664273
24403,6666666667,19,827756055653
24398,1111111111,19,8002956786951
24392,5555555556,19,7753793451916
24387,19,7527959840758
24381,4444444445,19,7323339422524
24375,8888888889,19,7137809832615
24370,3333333334,19,6969242859484
24364,7777777778,19,6815504431281
24359,2222222223,19,667445460243
24353,6666666667,19,6543947540215
24348,1111111111,19,6421831511329
24342,5555555556,19,6305948868376
24337,19,6194136036355
24331,4444444445,19,6084223499118
24325,8888888889,19,5974035785778
24320,3333333334,19,5861391457106
24314,7777777778,19,5744103091879
24309,2222222223,19,5619977273227
24303,6666666667,19,5486814574892
24298,1111111111,19,5342409547534
24292,5555555556,19,5184550704933
24287,19,5026531363035
24281,4444444445,19,4884932635555
24275,8888888889,19,4759354780466
24270,3333333334,19,4649379273705
24264,7777777778,19,4554586410793
24259,2222222223,19,4474555304093
24253,6666666667,19,4408863880087
24248,1111111111,19,4357088876631
24242,5555555556,19,4318805840203
24237,19,4293589123164
24231,4444444445,19,4281011880992
24225,8888888889,19,4280646069515
24220,3333333334,19,4292062442146
24214,7777777778,19,43148305471
24209,2222222223,19,4348518724614
24203,6666666667,19,4392694104152
24198,1111111111,19,4446922601612
24192,5555555556,19,4510768916522
24187,19,458379652923
24181,4444444445,19,4665567698084
24175,8888888889,19,4755643456615
24170,3333333334,19,4853583610707
24164,7777777778,19,4958946735757
24159,2222222223,19,5071290173839
24153,6666666667,19,5190170030842
24148,1111111111,19,5315141173631
24142,5555555556,19,5445757227185
24137,19,5581570571704
24131,4444444445,19,5722132339766
24125,8888888889,19,5866992413421
24120,3333333334,19,6015699421324
24114,7777777778,19,616780073581
24109,2222222223,19,632284247002
24103,6666666667,19,6480369474981
24098,1111111111,19,663992533669
24092,5555555556,19,6801052373204
24087,19,696354899068
24081,4444444445,19,7133980660408
24075,8888888889,19,7315106616468
24070,3333333334,19,7506545280179
24064,7777777778,19,7707913995076
24059,2222222223,19,7918829024371
24053,6666666667,19,8138905548459
24048,1111111111,19,8367757662407
24042,5555555556,19,8604998373399
24037,19,8850239598255
24031,4444444445,19,9103092160866
24025,8888888889,19,9363165789649
24020,3333333334,19,9630069115025
24014,7777777778,19,9903409666852
24009,2222222223,20,018279387186
24003,6666666667,20,0467827051107
23998,1111111111,20,0758113417408
23992,5555555556,20,105325607272
23987,20,1352857005622
23981,4444444445,20,1656517088683
23975,8888888889,20,1963836075871
23970,3333333334,20,2274412599984
23964,7777777778,20,2587844170022
23959,2222222223,20,2903727168556
23953,6666666667,20,322165684914
23948,1111111111,20,3541227333699
23942,5555555556,20,3862031609854
23937,20,4183661528321
23931,4444444445,20,4505707800255
23925,8888888889,20,4827759994592
23920,3333333334,20,514940653545
23914,7777777778,20,5470234699368
23909,2222222223,20,5789830612725
23903,6666666667,20,610777924906
23898,1111111111,20,6423664426325
23892,5555555556,20,6737068804285
23887,20,704764424377
23881,4444444445,20,7364961534744
23875,8888888889,20,7695274242513
23870,3333333334,20,8037556730411
23864,7777777778,20,8390780470726
23859,2222222223,20,8753914037905
23853,6666666667,20,9125923101817
23848,1111111111,20,9505770420969
23842,5555555556,20,9892415835707
23837,21,0284816261348
23831,4444444445,21,0681925681465
23825,8888888889,21,1082695140879
23820,3333333334,21,1486072738945
23814,7777777778,21,1891003622573
23809,2222222223,21,229642997939
23803,6666666667,21,2701291030786
23798,1111111111,21,3104523025022
23792,5555555556,21,350505923024
23787,21,390182992756
23781,4444444445,21,4293762404043
23775,8888888889,21,4679780945771
23770,3333333334,21,505880683074
23764,7777777778,21,5429758321941
23759,2222222223,21,5791550660211
23753,6666666667,21,614309605727
23748,1111111111,21,6483303688584
23742,5555555556,21,6811079686308
23737,21,7125327132124
23731,4444444445,21,74249460502
23725,8888888889,21,7708833399966
23720,3333333334,21,7975883069013
23714,7777777778,21,8224985865881
23709,2222222223,21,8455029512895
23703,6666666667,21,8664898638928
23698,1111111111,21,8853474772199
23692,5555555556,21,901963633302
23687,21,9164086647329
23681,4444444445,21,9295057248348
23675,8888888889,21,9413769303036
23670,3333333334,21,9520307884526
23664,7777777778,21,9614758330029
23659,2222222223,21,9697206241494
23653,6666666667,21,9767737486224
23648,1111111111,21,9826438197537
23642,5555555556,21,9873394775401
23637,21,9908693887084
23631,4444444445,21,9932422467799
23625,8888888889,21,9944667721349
23620,3333333334,21,9945517120786
23614,7777777778,21,9935058409054
23609,2222222223,21,9913379599646
23603,6666666667,21,9880568977259
23598,1111111111,21,9836715098449
23592,5555555556,21,978190679229
23587,21,9716233161032
23581,4444444445,21,9639783580768
23575,8888888889,21,9552647702081
23570,3333333334,21,9454915450731
23564,7777777778,21,9346677028303
23559,2222222223,21,9228022912879
23553,6666666667,21,9099043859708
23548,1111111111,21,8959830901883
23542,5555555556,21,8810475350996
23537,21,8651068797835
23531,4444444445,21,8481703113036
23525,8888888889,21,8302470447778
23520,3333333334,21,8113463234448
23514,7777777778,21,7914774187339
23509,2222222223,21,770649630331
23503,6666666667,21,748872286248
23498,1111111111,21,7261547428926
23492,5555555556,21,7024691904404
23487,21,6776716537884
23481,4444444445,21,6517514025431
23475,8888888889,21,6247138346097
23470,3333333334,21,5965643654858
23464,7777777778,21,5673084283087
23459,2222222223,21,5369514738934
23453,6666666667,21,50549897078
23448,1111111111,21,4729564052766
23442,5555555556,21,4393292815031
23437,21,4046231214344
23431,4444444445,21,3688434649461
23425,8888888889,21,3319958698558
23420,3333333334,21,294085911972
23414,7777777778,21,2551191851347
23409,2222222223,21,215101301259
23403,6666666667,21,1740378903843
23398,1111111111,21,1319346007168
23392,5555555556,21,0887970986721
23387,21,0446310689204
23381,4444444445,20,9994422144395
23375,8888888889,20,953236256547
23370,3333333334,20,9060189349552
23364,7777777778,20,8577960078142
23359,2222222223,20,8085732517526
23353,6666666667,20,7583564619335
23348,1111111111,20,7071514520871
23342,5555555556,20,6549640545681
23337,20,6018001203961
23331,4444444445,20,5476655192997
23325,8888888889,20,4925661397675
23320,3333333334,20,436507889091
23314,7777777778,20,3794966934148
23309,2222222223,20,3215384977742
23303,6666666667,20,2626261813809
23298,1111111111,20,2024048970279
23292,5555555556,20,1407422806383
23287,20,0776777425215
23281,4444444445,20,0132508088004
23275,8888888889,19,9475011216921
23270,3333333334,19,8804684397836
23264,7777777778,19,812192638316
23259,2222222223,19,7427137094652
23253,6666666667,19,6720717626237
23248,1111111111,19,6003070246785
23242,5555555556,19,527459840298
23237,19,453570672216
23231,4444444445,19,3786801015113
23225,8888888889,19,3028288278971
23220,3333333334,19,2260576700041
23214,7777777778,19,1484075656745
23209,2222222223,19,0699195722318
23203,6666666667,18,9906348667879
23198,1111111111,18,9105947465143
23192,5555555556,18,8298406289487
23187,18,748414052267
23181,4444444445,18,666356675584
23175,8888888889,18,5837102792495
23170,3333333334,18,5005167651225
23164,7777777778,18,416818156884
23159,2222222223,18,3326566003125
23153,6666666667,18,2480743635932
23148,1111111111,18,1631138375999
23142,5555555556,18,0778175361982
23137,17,9922280965412
23131,4444444445,17,9063882793592
23125,8888888889,17,8203409692695
23120,3333333334,17,7341291750621
23114,7777777778,17,6477164638985
23109,2222222223,17,5603699928525
23103,6666666667,17,4719415739434
23098,1111111111,17,3824808560693
23092,5555555556,17,2920376337321
23087,17,2006618473735
23081,4444444445,17,1084035837312
23075,8888888889,17,0153130761976
23070,3333333334,16,9214407051754
23064,7777777778,16,8268369984273
23059,2222222223,16,7315526314324
23053,6666666667,16,6356384277554
23048,1111111111,16,5391453593841
23042,5555555556,16,4421245471093
23037,16,34462726087
23031,4444444445,16,246704920126
23025,8888888889,16,1484090942048
23020,3333333334,16,0497915026792
23014,7777777778,15,9509040157276
23009,2222222223,15,8517986544834
23003,6666666667,15,7525275914214
22998,1111111111,15,6531431507147
22992,5555555556,15,5536978085899
22987,15,4542441937218
22981,4444444445,15,3548350875751
22975,8888888889,15,2555234247924
22970,3333333334,15,1563622935525
22964,7777777778,15,0574049359509
22959,2222222223,14,9587047483661
22953,6666666667,14,8603152818362
22948,1111111111,14,7622902424324
22942,5555555556,14,6646834916319
22937,14,5675490466989
22931,4444444445,14,4709276555919
22925,8888888889,14,3733163674389
22920,3333333334,14,2737978326666
